AVALIANDO -&gt	 rejeitando artistas" d milhares d MILHÕES -&gt
RT @P_Politica: Twitómetro: Sócrates e Passos com mesma percentagem de menções negativas http://publico.pt/1495260	
RT @passoscoelho: Debate com José Sócrates: para ver ou rever http://ow.ly/1t3GCC	
RT @pedro_sales: serviço público para aqui e p ali, mas a verdade é que sócrates só não dá entrevistas à rádio pública .http://bit.ly/jX0kkQ	
RT @Portugal_Glocal: Analistas: Debate entre José Sócrates e Passos Coelho não foi determinante para os portugueses http://bit.ly/iigXdf	
RT @pslegislativas: Este Governo atribuiu prioridade ao Alqueva e ao Alentejo, que bem merecia.", José Sócrates"	
RT @Publico: Portas satisfeito por Sócrates não ter ganho debate http://publico.pt/1495246	
Saúde: Sócrates acusa PSD de querer aumentar preços: O secretário-geral do PS acusou, neste sábado, o PSD de pre... http://bit.ly/jOlPIH	
Se for o Portas.. ainda pede ajuda às peixeiras pra fazer o serviço! hehe RT @ZorGabor és tu Louçã? RT @_ricar… (cont) http://deck.ly/~tdqye	
serviço público para aqui e para ali, mas a verdade é que sócrates só não dá entrevistas à rádio pública .http://bit.ly/jX0kkQ lamentável.	
Sócrates e Passos com mais de milhão e meio de telespectadores: O debate entre José Sócrates e Passos Coelho foi... http://bit.ly/kEyUV9	
Sócrates já n é assunto racional. É para consumo exclusivo de fanáticos" João Pereira Coutinho http://bit.ly/moJog6"	
Sócrates não perde:      Ainda ontem escrevia aqui que o PS e José Sócrates são imbatíveis. Isto pelo menos para... http://bit.ly/ld96NO	
Ter os não ter novas oportunidades, aqui está uma escolha decisiva para o país., José Sócrates"	
Todos têm direito a pensar de forma diferente, o que não têm direito é a tentar esconder as suas verdadeiras propostas.", José Sócrates"	
Um comentário certeiro sobre a utilização dos nossos impostos: Faz sentido a indisponibilidade de Socrates e Coe... http://bit.ly/iPx2nf	
Vinte administradores concentram mil cargos em Portugal: O coordenador do BE, Francisco Louçã, denunciou sexta-f... http://bit.ly/matAwD	
Não se pode atirar um número para frente - diz Sócrates	
Ahahah ... a repórter da RTP admirada por Sócrates querer discutir o programa de PSD !!!!	
[iRadar] Eleições: Sócrates centra debate nas declarações de Passos, líder do PSD responde com herança do primei... http://bit.ly/jZNwD7	
@Ritinha_ onde está isso? leu o prog do PSD? a diminuição das indemnizações já foi aplicada, há cerca de 2 meses por Sócrates...	
não, não. é mais do que claro que passos foi implacável. RT @jorgelc para mim é mais do que óbvio: sócrates esmagou.	
@czorrinho Disse o mesmo quando o próprio Sócrates disse que tinha ganho um debate?	
#debate Zorrinho, amigo, o Sócrates está contigo. Não desesperar, não desesperar...	
RT @Gouveia: #debate Hoje PPC recordou e bem a bancarrota Sócrates. Algo muito importante e que muitos gostavam que não se falasse. Bons ...	
@taf atribuo, em parte, aos maus hábitos (de Sócrates) do teleponto. Único momento fluido e assertivo foi a msg final.	
Terminou o frente-a-frente Sócrates-Passos. Pode ver os comentários em http://www.rtp.pt/frenteafrente #e2011pt	
'femi', 'moderador', #socrates e #ppc é tendência em #Lisbon http://trendsmap.com/pt/lisbon	
O minuto final" dos candidatos resumiu o debate e diferenciou-os.Passos estéril,sem argumentos,apenas no ataque a Sócrates #e2011pt"	
Não, é falta de paciência pelo sanguessuga mesmo. RT @G_L: Quando os insultos a Sócrates aumentam na timeline,	
@Shyznogud para metade da minha timeline o passos triunfou e o sócrates é um fdp. para a outra sócrates esmagou e o passos é um cabrão.	
“@fcancio: sócrates trouxe para o debate factos sobre propostas d passos	 passos passa a vida a fazer insinuações” visão turva, não ?
PPC vai ser Primeiro-Minsitro, não tenho dúvidas #debate #socrates #ppc	
Agora o Passos e o Sócrates saem dali e vão ver o Benfica em basket	
deixem-se d tretas RT @nunonsantos Estou ansioso pelo minuto final do Vitor Gonçalves a apelar ao voto em Sócrates #debate #socrates #ppc	
#debate Será que Passos safou-se? Essa é que é a questão. Sócrates já toda a gente conhece	
RT @G_L: Quando os insultos a Sócrates aumentam na timeline, sabemos que a prestação de Passos é má.	
RT @nunonsantos: Estou ansioso pelo minuto final do Vitor Gonçalves a apelar ao voto em Sócrates #debate #socrates #ppc	
#sicn a comunicação social vai tornar a levar Sócrates para mais 4 anos. Depois não se venham queixar	
Mário Crespo no Expresso: 7 milhões de pessoas sem o 9Ano votam onde há + dinheiro e - trabalho, i.e. Sócrates", assim o mandamos embora."	
Paulo Portas também nunca se engana e nunca se arrepende	
@diogobelford n sejas assim q o Louçã fala sempre pouquinho	
@RuiMCB O socrates vai continuar a afirmar, em debates, que em economia restruturar é nao pagar?	
#Debate óptimo. Yo Louçã, tenho 10 euros no bolso, falaste em justiça... não me tires 5 euros para dar a quem trabalha no sofá.	
Comparado com Passos Coelho, até José Sócrates parece falar inglês correcto.	
Costa a dar uma de Sócrates e a fazer birrinha eles são 2, eu tenho que falar mais""	
é a malta que tem sempre razão... RT @ChicodeOeiras: #debate Portas e Sócrates têm o mesmo discurso em contéudo e forma	
Francisco louçã enganou-se nas contas: Francisco Louçã atirou Passos Coelho ao tapete quando... http://goo.gl/xLa3R #Politica #Opiniao	
Paulo Portas e as fotocópias http://ow.ly/4ZoW2 Se ele vai a 1º como quer, então a coisa vai de franchising para cima.	
O programa Novas Oportunidades é uma janela das ditas cujas para novos e velhos oportunistas amparados por Sócrates.	
Para quem não acredita no fim do mundo: Passos Coelho ganhou um debate com José Sócrates. Se isto não é um sinal...	
RT @alexandremig: Afinal o mundo acaba hoje e eu nem sabia, agora percebo porque é que o Sócrates gastou tanto.	
«Passos Coelho, a nova face do Licor Beirão» http://is.gd/sdvUVZ	
@tiagoms parece. Mas se for para continuar PM Sócrates até se torna homem da luta. De qualquer forma ou ele ou de Massamá...	
Jerónimo e Sócrates, que debate mais frouxo!!!	
Pedro Passos Coelho, um adepto convicto do achismo. A ler, aqui: http://bit.ly/lYBlD1	
Photo: Quem ouvir o seu “Canto de Sócrates” pode acreditar que está na presença de uma virgem, de uma quase... http://tumblr.com/x302jute5b	
@LuisBento em 2005 ainda não havia a crise internacional hehehehe 	)) o sócras tem razão hehehe
Acho q foi o Socras, o @passoscoelho estava lá @ChicodeOeiras supostamente dia 21  fim do mundo RT @LoreAnsuz: A Chuvada de 1 hora em Faro	
C/o pode Sócrates ter lata de acusar PPC de não falar da parte má na baixa da TSU"? Recorda-se por acaso do anúncio do acordo c/ a troika?"	
Desemprego Jovem cresceu 37% com Jose Socrates	
Não levou o país à bancarrota RT @Publico: Sócrates questiona o que Passos já fez pelos portugueses	
RT @franciscoamaral: Algo me diz q se o PS não ganhar vamos andar com o desemprego a crescer e durante anos a culpa foi" do Socas ! Que ..."	
@rsaraiva Quem não quer que o Sócrates ganhe tem que votar no PPC, right? :P	
@RuiCostaPinto É o mesmo que Sócrates repetir até à exaustão que é uma vítima. Justificá-lo pelos factos seria bom, não gritá-lo.	
E o demagogo é Portas? @bytoke Portas a atirar p/ Sócrates o aumento da dívida. Q demagogo... #debate	
é pá o homem não só polui quando canta como liberta enxofre, socas leva um crucifixo , nunca se sabe	
É só afundanços RT @ChicodeOeiras: #deabte Louçã é o MVP destas eleições	
Estava a ver que não... lá encontraram a cassete da crise politica". Onde é que estava?? Era o Sócrates que estava a usar?"	
Este Louçã não se coliga a ninguém e ainda manda bocas. #debate	
I just saw the debate Louçã vs.Paulo Portas @OMG Kill me now! Honestly, Portugal deserve better politicians!	
mas fala nisso como uma questão secundária... “@joaovillalobos: Olha! Sócrates diz que responde pela situação do País.”	
PPC disse 350 vezes bancarrota. Sócrates só disse uma vez. PPC ganhou. #debate	
a isto junta-se um passos_coelho que não tem consciência onde se meteu, e temos a receita para um reality show da tvi! #debate	
A visão muito negativa que Louçã transmite sobre Os Verdes na Alemanha, reforça a irrelevância do BE. Nunca farão parte do governo. É pena	
Agora Portas retorque e diz  que  PPC deu muleta a Sócrates.	
Agora, por amor de Deus, tirem Sócrates do poder. Ainda há 36% de portugueses que apoiam a prática da tortura? Não acredito.	
AHAHAHAH!!! Sem dúvida... RT @ZW3I: Sócrates diz que os resultados estão em linha com as previsões do governo. Um sucesso, portanto.	
Algo me diz que a campanha vai acabar com o Socrates a pedir maioria absoluta :x	
Amen RT @joaomiranda: Arco-íris de Fátima dizia livrem-se do Sócrates""	
Arco-íris de Fátima dizia livrem-se do Sócrates""	
As imagens que dão na televisão do Sócrates entristecem-me. Sim, é o que nós temíamos, temos um país humilde, mas burro.	
Assim o discurso sai mais fesquinho  RT @RitaMarrafadeC: Sócrates de mangas de camisa arregaçadas.	
Boa ideia essa, o rebranding do psd para lsd RT @joaomiranda: Arco-íris de Fátima dizia livrem-se do Sócrates""	
Cheguei e estou a ouvir o Socrates na TSF. Parece que aterrei noutro planeta	
Com ou sem PEC4 os piratas de Sócrates já tinham saqueado o país! http://fb.me/11puDLD5t	
Com tantos dados e erros da governação Sócrates, PPC perde-se com assuntos capilares :)  #Legislativas	
Como não há nada para dizer acerca do debate é só maltosa do PSD e do CDS a comentar isto vai ser a noite toda a malhar no Sócras e no PS.	
Como Sócrates, @passoscoelho sofre do mal de não o municiarem com factos para o #debate. Nunca é responsabilidade de um homem só.	
Como? @ZW3I: O Sócrates já negou a recessão (de novo)?""	
é assim q sócrates mais gosta. 1 monólogo em q ninguém o confronta c a mentira RT @jcaetanodias: Detector de mentiras a jeito, SICN.	
E foi empate? RT @carlosavargas: O debate Passos Coelho-Paulo Portas pareceu-me muito manso. Jogaram para o 0-0.	
Eh lá, se Sócrates ganhar ainda há para aí um golpe de Estado... RT @jalmeida76: @czorrinho isso quem decide somos nós, e não o faremos	
Então já havia CRISE?! @Lusa_noticias: "Ganância pelo poder fez o PSD acrescentar à crise económica uma crise política" - José Sócrates""	
Então? Foi desta que Sócrates apresentou alguma medida do seu programa? O programa do PS podia estar na pasta vazia que mostrou ao Portas!!	
Esses 14.000 milhões de euros de que fala Portas não existem. #cdspp	
Este discurso de Portas é uma desilusão. Quer um estado intervencionista, quer meter-se na vida das empresas e não há uma medida difícil.	
Este passos conejo tem uma ladaínha irritante cunó caralho #debate mas a do sócras é claramente pior e já tá mais gasta có caralho	
Estes falam em Hitler e Sócrates é que aposta no medo. ROTFL RT @Publico: PPC acusa José Sócrates de apostar numa “estratégia de medo”	
Foi só a primeira mentira RT @pedromamede Mas afinal José Sócrates tinha avisado...  a entrevista que ningué… (cont) http://deck.ly/~lodI8	
Haja paciência @jcaetanodias: LOL Desta nem Sócrates se lembrava. RT @mariomtteixeira: P.Coelho não sabe fazer mais nada a não...""	
Hein? RT @Lusa_noticias: Estamos nesta campanha para enfrentar a crise, como sempre fez o PS - José Sócrates	
Incrível as sondagens dão o Sócrates como futuro primeiro-ministro. O país na banca-rota, a maior carga fiscal de sempre... e acordar não?	
Interessante: o PPC faz uma pausa por Portas não olhar o adversário de frente. O PSD devia ter comentadores a explorar isto.	
Irão adiou pena sharia que cegaria homem. Se a lei islâmica prevalecesse por estas bandas, Sócrates teria assinado o memorando com os pés.	
Li e Gostei: da sonsice - Assim de repente não me lembro de ter ouvido Paulo Portas, no seu terceiro debate e a 22 d... http://ow.ly/1cEY8z	
Louçã pede um abanão eleitoral" (jnegocios). Concordo a 100%. Faço votos q nesta eleição Louçã sofra abanão e perceba q se deve reformar"	
Louçã: "Devemos renegociar a dívida, já!"" - ah! estas mentes brilhantes! vamos já dizer a todos que não vamos pagar, vamos?"	
Mas já sei, no fim, o argumento é: sócrates rouba-nos!""	
Na minha terra tb é 	) RT @ZW3I: @AsdePaus Dizer de alguém que ele vota Sócrates é um insulto, pá.
nada de novo, portanto... “@horacioazevedo: Sócrates a confirmar que é o mais preparado para levar um país à bancarrota. #SICN”	
Não entendo este país como é possível pensar que o Sócrates vai ganhar as eleições outra vez.	
Não podemos ceder à chantagem do medo montada pela tríade Macau e pelo alucinado Pinóquio das Beiras que lá colocaram. http://fb.me/XP8OIDfC	
Nao se enxerga RT @aguiarbranco: José Sócrates voltou, hoje, no distrito do Porto a autodenominar-se salvador do estado social	
No #tugaleaks: José Sócrates diz o dito pelo não dito – COMPILAÇÃO DE FACTOS!: José Sócrates semp... http://bit.ly/kawNCS - por @ruicruz	
No 1. Jogo com os seniores" PPC mostra que ainda não aguenta a pedalada dos grandes... Devia ter fica mais uma temporada nos juniores.."	
No Expresso da Meia Noite confundem CDS com Paulo Portas... CDS no Governo não é Portas no Governo. 	-)
o #portas domina isto. o único q é tão bom ou melhor é o #socrates (infelizmente :( )	
Ó Clarinha, quem foi ao bolso aos portugueses foi o Socrates	
O PS de Sócrates já apresentou alguma medida, ou continua a falar mal das do PSD?	
O Sócrates já negou a recessão (de novo)?	
O vendedor de automóveis: «Não tenho nada contra José Sócrates. Se ele se limitasse a ser um vendedor de automóv... http://bit.ly/iNVTeb	
Oh meus amigos vamos mas é desancar no Sócrates e deixem-se de pintelhos..:)	
Oh Socrates, és buuurrrooo!!!	
Paulo Portas criou um novo transporte: o elevador social.  Aguarda-se informação sobre carreiras e horários.	
paulo portas devia fazer um estágio intensivo de olhar pessoas. há um défice de credibilidade naquela incapacidade de fixar.	
Paulo Portas: à beira da fraude eleitoral http://maisactual.blogspot.com/2011/05/paulo-portas-beira-da-fraude-eleitoral.html	
PENTELHO ENTRE OS DENTES: Mais um frete ao sr. Fraude. Há um pentelho entre os dentes de Portugal. Sócrates. É p... http://bit.ly/lmt70T	
Porque é q Sócrates continua a mentir deliberadamente sobre a privatização da CGD acusando PSD de uma intenção q não corresponde à verdade?	
Portas aprendeu com Sócrates: a verdade não compensa. Nem vou ver mais para não me chatear.	
Portas, nestas eleições, está para PM como Sócrates, nestas eleições, para um gajo que diz a verdade.	
Posso comentar: a culpa é do Sócrates. :))  RT @jcaetanodias: Comentou a sondagem da Marktest?	
PPC quer o mesmo que Sócrates, a maioria. Espero que não seja para fazer o mesmo.	
Pura ganância.: Pura ganância.: O meu sonho de ver Sócrates agrilhoado a uma galera talvez não chegue a cumprir... http://bit.ly/mtPe2p"	
_Pôr o Sócrates a gerir os 78 mil milhões é como promover o Bibi a chefe dos escuteiros"."	
